"fileid","order","species","common_name","study_site","captivity","sex","age","measure","data_location","countbinary","repeat_group","groupid","matrix_edgelist","edgelist_time_meaning","note","full_citation","number_individuals","number_interactions","interactions_per_individual","proportion_unknown","dci","ttri","ds_steepness","modified_landaus_h"
"DeLaO_2019c","Carnivora","Nasua_narica","White-nosed coati","Mexico","Natural","MF","Mixed","Agonistic interactions with submission","TblA5","Count","Yes","Nasua_narica1","Matrix","","","Fürtbauer, I., King, A. J., & Valenzuela-Galván, D. (2019). A resident-nepotistic-tolerant dominance style in wild white-nosed coatis (Nasua narica)?. Behaviour, 156(9), 927-968.",22,697,31.6818181818182,0.151515151515152,0.681492109038737,0.526530612244898,0.438048233984018,0.439331451157538
"DeLaO_2019d","Carnivora","Nasua_narica","White-nosed coati","Mexico","Natural","MF","Mixed","Agonistic interactions with submission","TblA6","Count","Yes","Nasua_narica1","Matrix","","","Fürtbauer, I., King, A. J., & Valenzuela-Galván, D. (2019). A resident-nepotistic-tolerant dominance style in wild white-nosed coatis (Nasua narica)?. Behaviour, 156(9), 927-968.",22,258,11.7272727272727,0.458874458874459,0.775193798449612,0.769633507853403,0.250355617154036,0.298407114624506
"deVries_2006","Primates","Pan_paniscus","Bonobos","Belgium","Captive","MF","Mixed","dominance interactions","Tb1 ","Count","No","Pan_paniscus7","Matrix","","","de Vries, H., Stevens, J. M. G., & Vervaecke, H. (2006). Measuring and testing the steepness of dominance hierarchies. Animal Behaviour, 71(3), 585–592.",7,456,65.1428571428571,0.142857142857143,0.947368421052632,1,0.735248714252956,0.858157142857143
"deWaal_1977a","Primates","Macaca_fascicularis","Long-tailed macacque","Netherlands","Captive","MF","Mixed","Aggressive Actions","Matrix1","Count","No","Macaca_fascicularis1","Matrix","","","de Waal, F. B. M. 1977 The organization of agonistic relations within two captive groups of Java-monkeys (Macaca fascicularis). Z. Tierpsychol. 44, 225-282.",14,1231,87.9285714285714,0.0549450549450549,0.832656376929326,0.73134328358209,0.741263534470256,0.687740659340659
"deWaal_1977b","Primates","Macaca_fascicularis","Long-tailed macacque","Netherlands","Captive","MF","Mixed","Aggressive Actions","Matrix2","Count","No","Macaca_fascicularis2","Matrix","","","de Waal, F. B. M. 1977 The organization of agonistic relations within two captive groups of Java-monkeys (Macaca fascicularis). Z. Tierpsychol. 44, 225-282.",17,1084,63.7647058823529,0.117647058823529,0.911439114391144,0.832599118942731,0.657904865605918,0.746932598039216
"deWaal_1985","Primates","Macaca_mulatta","Rhesus macaque","USA","Captive","MF","Mixed","Teeth-Baring","Tb1","Count","No","Macaca_mulatta1","Matrix","","","de Waal, F. B. M. & Luttrell, L. M. 1985 The formal hierarchy of rhesus macaques: an investigation of the bared-teeth display. Am. J. Primatol. 9, 73-85.",24,1275,53.125,0.11231884057971,0.985882352941176,0.99163179916318,0.786190217391304,0.854489565217391
"Diniz_2019","Passeriformes","Cacicus_haemorrhous","Red-rumped cacique","Brazil","Natural","M","Adult","Aggressive interactions","TblS2","Count","No","Cacicus_haemorrhous1","Matrix","","","Diniz, P., Oliveira, R. S., Marini, M. Â., & Duca, C. (2019). Angry caciques: intrasexual aggression in a Neotropical colonial blackbird. Ethology Ecology & Evolution, 31(3), 205-218.",10,224,22.4,0.133333333333333,0.964285714285714,1,0.731938431938432,0.872511515151515
"Douglis_1948a","Galliformes","Gallus_gallus_domesticus","Chicken","USA","Captive","F","Adult","Pecks","Tbl13","Binary","Yes","Gallus_gallus_domesticus5","Matrix","","","Douglis MB, 1948, Social Factors Influencing the Hierarchies of Small Flocks of the Domestic Hen: Interactions between Resident and Part-Time Members of Organized Flocks, Physiol Zool 21:147-182",7,NA,3,0,NA,1,NA,1
"Douglis_1948b","Galliformes","Gallus_gallus_domesticus","Chicken","USA","Captive","F","Adult","Pecks","Tbl15","Binary","Yes","Gallus_gallus_domesticus5","Matrix","","","Douglis MB, 1948, Social Factors Influencing the Hierarchies of Small Flocks of the Domestic Hen: Interactions between Resident and Part-Time Members of Organized Flocks, Physiol Zool 21:147-182",7,NA,3,0,NA,0.771428571428571,NA,0.857142857142857
"Dubosq2013a","Primates","Macaca_nigra","Crested macaque","Indonesia","Natural","F","Adult","Displacement","TbAI","Count","Yes","Macaca_nigra1","Matrix","","","Duboscq, J., Micheletta, J., Agil, M., Hodges, K., Thierry, B., & Engelhardt, A. (2013). Social tolerance in wild female crested macaques (Macaca nigra) in Tangkoko_Batuangus Nature Reserve, Sulawesi, Indonesia. American journal of primatology, 75(4), 361-375.",15,561,37.4,0.0380952380952381,0.889483065953654,1,0.883567157135481,0.936063214285714
"Dubosq2013b","Primates","Macaca_nigra","Crested macaque","Indonesia","Natural","F","Adult","Winner-Loser","TbAII","Count","Yes","Macaca_nigra1","Matrix","","","Duboscq, J., Micheletta, J., Agil, M., Hodges, K., Thierry, B., & Engelhardt, A. (2013). Social tolerance in wild female crested macaques (Macaca nigra) in Tangkoko_Batuangus Nature Reserve, Sulawesi, Indonesia. American journal of primatology, 75(4), 361-375.",15,207,13.8,0.228571428571429,0.980676328502415,1,0.631315192743765,0.617690714285714
"Dubosq2013c","Primates","Macaca_nigra","Crested macaque","Indonesia","Natural","F","Adult","All Initiated Aggression","TbAIII","Count","Yes","Macaca_nigra1","Matrix","","","Duboscq, J., Micheletta, J., Agil, M., Hodges, K., Thierry, B., & Engelhardt, A. (2013). Social tolerance in wild female crested macaques (Macaca nigra) in Tangkoko_Batuangus Nature Reserve, Sulawesi, Indonesia. American journal of primatology, 75(4), 361-375.",15,407,27.1333333333333,0.0952380952380952,0.616707616707617,0.734317343173432,0.575852809227809,0.570921071428571
"Dubosq2013d","Primates","Macaca_nigra","Crested macaque","Indonesia","Natural","F","Adult","Winner-Loser","TbAV","Count","Yes","Macaca_nigra2","Matrix","","","Duboscq, J., Micheletta, J., Agil, M., Hodges, K., Thierry, B., & Engelhardt, A. (2013). Social tolerance in wild female crested macaques (Macaca nigra) in Tangkoko_Batuangus Nature Reserve, Sulawesi, Indonesia. American journal of primatology, 75(4), 361-375.",21,283,13.4761904761905,0.357142857142857,0.943462897526502,1,0.455321302074549,0.430928961038961
"Dubosq2013e","Primates","Macaca_nigra","Crested macaque","Indonesia","Natural","F","Adult","All Initiated Aggression","TbAVI","Count","Yes","Macaca_nigra2","Matrix","","","Duboscq, J., Micheletta, J., Agil, M., Hodges, K., Thierry, B., & Engelhardt, A. (2013). Social tolerance in wild female crested macaques (Macaca nigra) in Tangkoko_Batuangus Nature Reserve, Sulawesi, Indonesia. American journal of primatology, 75(4), 361-375.",21,711,33.8571428571429,0.123809523809524,0.639943741209564,0.523489932885906,0.483153785241919,0.357185324675325
"Dubosq2013f","Primates","Macaca_nigra","Crested macaque","Indonesia","Natural","F","Adult","Displacement","TbAIV","Count","Yes","Macaca_nigra2","Matrix","","","Duboscq, J., Micheletta, J., Agil, M., Hodges, K., Thierry, B., & Engelhardt, A. (2013). Social tolerance in wild female crested macaques (Macaca nigra) in Tangkoko_Batuangus Nature Reserve, Sulawesi, Indonesia. American journal of primatology, 75(4), 361-375.",21,732,34.8571428571429,0.114285714285714,0.926229508196721,1,0.784493172951469,0.74055974025974
"Ellard_1989","Perissodactyla","Equus_caballus","Belgian & percheron mare","USA","Captive","F","Adult","Dominance-Subordinance","Tb3","Count","No","Equus_caballus2","Matrix","","","Ellard, M. E. & Crowell-Davis, S. L. 1989 Evaluating equine dominance in draft mares. Appl. Anim. Behav. Sci. 24, 55-75.",12,626,52.1666666666667,0,0.971246006389776,0.961904761904762,0.973504273504273,0.961538461538462
"Essler_2016a","Carnivora","Canis_lupus_occidentalis","Northwestern wolf","Austria","Captive","MF","Adult","Dominance/Submissive","S8","Count","No","Canis_lupus_occidentalis3","Matrix","","","Essler JL, Cafazzo S, Marshall-Pescini S, Viranyi Z, Kotrschal K, Range F (2016) Play Behavior in Wolves: Using the '50:50' Rule to Test for Egalitarian Play Styles. PLoS ONE 11(5): e0154150. doi:10.1371/journal.pone.0154150",9,726,80.6666666666667,0,0.909090909090909,0.904761904761905,0.887983710774281,0.933333333333333
"Essler_2016c","Carnivora","Canis_lupus_occidentalis","Northwestern wolf","Austria","Captive","MF","Non-Adult","Dominance/Submissive","S7","Count","No","Canis_lupus_occidentalis1","Matrix","","","Essler JL, Cafazzo S, Marshall-Pescini S, Viranyi Z, Kotrschal K, Range F (2016) Play Behavior in Wolves: Using the '50:50' Rule to Test for Egalitarian Play Styles. PLoS ONE 11(5): e0154150. doi:10.1371/journal.pone.0154150",6,174,29,0,0.666666666666667,0.5,0.733491704982388,0.685714285714286
"Essler_2016d","Carnivora","Canis_lupus_occidentalis","Northwestern wolf","Austria","Captive","MF","Non-Adult","Dominance/Submissive","S9","Count","No","Canis_lupus_occidentalis2","Matrix","","","Essler JL, Cafazzo S, Marshall-Pescini S, Viranyi Z, Kotrschal K, Range F (2016) Play Behavior in Wolves: Using the '50:50' Rule to Test for Egalitarian Play Styles. PLoS ONE 11(5): e0154150. doi:10.1371/journal.pone.0154150",6,81,13.5,0,0.679012345679012,0.75,0.78,0.742857142857143
"Fairbanks_1994a","Artiodactyla","Antilocapra_americana","Pronghorn","USA","Natural","F","Mixed","Aggressive Behavior","Tb3","Count","Yes","Antilocapra_americana2","Matrix","","","Fairbanks, W. S. 1994 Dominance, age and aggression among female pronghorn, Antilocapra americana (Family: Antilocapridae). Ethology 97, 278-293. 10.1111/j.1439-0310.1994.tb01047.x",12,123,10.25,0.378787878787879,0.788617886178862,0.478260869565217,0.325799200799201,0.339820979020979
"Fairbanks_1994b","Artiodactyla","Antilocapra_americana","Pronghorn","USA","Natural","F","Mixed","Aggressive Behavior","Tb5","Count","Yes","Antilocapra_americana2","Matrix","","","Fairbanks, W. S. 1994 Dominance, age and aggression among female pronghorn, Antilocapra americana (Family: Antilocapridae). Ethology 97, 278-293. 10.1111/j.1439-0310.1994.tb01047.x",10,64,6.4,0.533333333333333,0.8125,1,0.301906336088154,0.370278787878788
"Fairbanks_1994c","Artiodactyla","Antilocapra_americana","Pronghorn","USA","Natural","F","Mixed","Aggressive Behavior","Tb6","Count","Yes","Antilocapra_americana3","Matrix","","","Fairbanks, W. S. 1994 Dominance, age and aggression among female pronghorn, Antilocapra americana (Family: Antilocapridae). Ethology 97, 278-293. 10.1111/j.1439-0310.1994.tb01047.x",11,157,14.2727272727273,0.109090909090909,0.745222929936306,0.466666666666667,0.496273120818575,0.536692727272727
"Fairbanks_1994d","Artiodactyla","Antilocapra_americana","Pronghorn","USA","Natural","F","Mixed","Aggressive Behavior","Tb4","Count","Yes","Antilocapra_americana3","Matrix","","","Fairbanks, W. S. 1994 Dominance, age and aggression among female pronghorn, Antilocapra americana (Family: Antilocapridae). Ethology 97, 278-293. 10.1111/j.1439-0310.1994.tb01047.x",9,167,18.5555555555556,0.166666666666667,0.892215568862275,0.68,0.646835173683,0.66628
"Fairbanks_1994e","Artiodactyla","Antilocapra_americana","Pronghorn","USA","Natural","F","Mixed","Aggressive Behavior","Tb2","Count","Yes","Antilocapra_americana2","Matrix","","","Fairbanks, W. S. 1994 Dominance, age and aggression among female pronghorn, Antilocapra americana (Family: Antilocapridae). Ethology 97, 278-293. 10.1111/j.1439-0310.1994.tb01047.x",9,45,5,0.333333333333333,0.866666666666667,0.8,0.410185185185185,0.426078333333333
"Farentinos_1972a","Rodentia","Sciurus_aberti","Abert's squirrel","USA","Natural","M","Adult","Aggressive Chase","Tb1","Count","No","Sciurus_aberti1","Matrix","","individuals overlap between groups but groups are unique","Farentinos, R. C. 1972 Social dominance and mating activity in the tassel-eared squirrel (Sciurus aberti ferreus). Anim. Behav. 20, 316-326.",6,181,30.1666666666667,0.266666666666667,0.988950276243094,1,0.583333333333333,0.716228571428571
"Farentinos_1972b","Rodentia","Sciurus_aberti","Abert's squirrel","USA","Natural","M","Adult","Aggressive Chase","Tb1","Count","No","Sciurus_aberti2","Matrix","","individuals overlap between groups but groups are unique","Farentinos, R. C. 1972 Social dominance and mating activity in the tassel-eared squirrel (Sciurus aberti ferreus). Anim. Behav. 20, 316-326.",8,245,30.625,0.285714285714286,0.836734693877551,0.652173913043478,0.496653693528693,0.523609523809524
"Farentinos_1972c","Rodentia","Sciurus_aberti","Abert's squirrel","USA","Natural","M","Adult","Aggressive Chase","Tb1","Count","No","Sciurus_aberti3","Matrix","","individuals overlap between groups but groups are unique","Farentinos, R. C. 1972 Social dominance and mating activity in the tassel-eared squirrel (Sciurus aberti ferreus). Anim. Behav. 20, 316-326.",8,167,20.875,0.607142857142857,0.856287425149701,0.2,0.216928126390743,0.32042619047619
"Farentinos_1972d","Rodentia","Sciurus_aberti","Abert's squirrel","USA","Natural","M","Adult","Aggressive Chase","Tb1","Count","No","Sciurus_aberti4","Matrix","","individuals overlap between groups but groups are unique","Farentinos, R. C. 1972 Social dominance and mating activity in the tassel-eared squirrel (Sciurus aberti ferreus). Anim. Behav. 20, 316-326.",11,324,29.4545454545455,0.436363636363636,0.925925925925926,0.882352941176471,0.357749021313615,0.473593636363636
"Farentinos_1972e","Rodentia","Sciurus_aberti","Abert's squirrel","USA","Natural","M","Adult","Aggressive Chase","Tb1","Count","No","Sciurus_aberti5","Matrix","","individuals overlap between groups but groups are unique","Farentinos, R. C. 1972 Social dominance and mating activity in the tassel-eared squirrel (Sciurus aberti ferreus). Anim. Behav. 20, 316-326.",6,431,71.8333333333333,0,0.916473317865429,0.8,0.869433106575964,0.885714285714286
"Farentinos_1972f","Rodentia","Sciurus_aberti","Abert's squirrel","USA","Natural","M","Adult","Aggressive Chase","Tb1","Count","No","Sciurus_aberti6","Matrix","","individuals overlap between groups but groups are unique","Farentinos, R. C. 1972 Social dominance and mating activity in the tassel-eared squirrel (Sciurus aberti ferreus). Anim. Behav. 20, 316-326.",10,316,31.6,0.444444444444444,0.911392405063291,0.741935483870968,0.355473637473638,0.46549696969697
"Foerster_2016a","Primates","Pan_troglodytes","Chimpanzee","Tanzania","Natural","M","Adult","Pant-grunt and aggressive interactions","https://datadryad.org/stash/dataset/doi:10.5061/dryad.r4g74","Count","No","Pan_troglodytes5","Edgelist","Date","","Foerster S et al. 2016 Chimpanzee females queue but males compete for social status, Scientific Reports ",22,2741,124.590909090909,NA,NA,NA,NA,NA
"Foerster_2016b","Primates","Pan_troglodytes","Chimpanzee","Tanzania","Natural","F","Adult","Pant-grunt and aggressive interactions","https://datadryad.org/stash/dataset/doi:10.5061/dryad.r4g74","Count","No","Pan_troglodytes6","Edgelist","Date","","Foerster S et al. 2016 Chimpanzee females queue but males compete for social status, Scientific Reports ",44,1015,23.0681818181818,NA,NA,NA,NA,NA
"Fournier_1995","Artiodactyla","Oreamnos_americanus","Mountain goat","Canada","Natural","F","Adult","Agonistic Interactions","Fig3","Count","Yes","Oreamnos_americanus1","Matrix","","","Fournier, F. & Festa-Bianchet, M. 1995 Social dominance in adult female mountain goats. Anim. Behav. 49, 1449-1459.",30,305,10.1666666666667,0.55632183908046,0.914754098360656,0.867684478371501,0.216793556626705,0.24302447163515
"Fournier_1995b","Artiodactyla","Oreamnos_americanus","Mountain goat","Canada","Natural","F","Adult","Agonistic Interactions","Fig2","Count","Yes","Oreamnos_americanus1","Matrix","","","Fournier, F. & Festa-Bianchet, M. 1995 Social dominance in adult female mountain goats. Anim. Behav. 49, 1449-1459.",21,123,5.85714285714286,0.59047619047619,0.91869918699187,0.681818181818182,0.183467326324469,0.246854285714286
"Frank_1986a","Carnivora","Crocuta_crocuta","Spotted hyena","Kenya","Natural","F","Adult","Aggressive Interaction","Tb1","Count","No","Crocuta_crocuta2","Matrix","","","Frank, L. G. 1986 Social organization of the spotted hyaena Crocuta crocuta. II. Dominance and reproduction. Anim. Behav. 34, 1510-1527.",25,162,6.48,0.796666666666667,0.962962962962963,1,0.0819909502262443,0.190815846153846
